234	111	234.354997655626	110.000729588781
237	102	237.440818015902	100.142686436731
270	112	269.969033488213	111.358100679593
292	110	293.182536534575	109.460179892838
378	80	379.299661990313	80.0212720455421
394	73	394.134974387703	73.0138579397308
399	75	398.961205762075	75.0813157945530
403	83	402.091668562199	83.2697461574679
438	84	436.433544943147	84.2970954779856
450	73	448.287043120440	73.3887069079038
451	83	449.210235767758	83.6183184055553
484	107	481.656807509134	107.439564010815
507	112	504.137859655013	112.516559390164
510	80	507.695857156646	80.7089532391381
205	146	205.770885510381	144.699830623634
233	131	232.396048254923	129.391590288155
256	123	255.702123602701	122.010463807315
256	146	254.084425741348	145.692356573679
257	151	254.873048711522	150.605008246290
323	148	320.043148944901	148.709813336078
324	158	320.995629533750	158.546588074433
335	144	331.754652840090	144.759449690003
375	135	371.248586384421	135.757359828055
375	146	371.148851648953	146.620480090939
384	149	380.478026627487	149.877685655396
397	125	394.068273540721	125.883957544277
400	135	396.284225660073	135.726838697937
407	128	403.699587672297	128.557463902523
469	148	465.641876104231	148.922207526864
471	129	468.037645125040	129.768313144341
480	157	476.674255952053	157.998563561718
482	142	478.808790344398	142.747375635524
500	151	496.794247534476	151.674108282733
501	145	497.755154850988	145.645442345660
75	181	75.3074237386771	180.797850400420
79	200	78.2004285551780	200.140894432359
162	175	162.023838573677	174.833096690513
174	203	170.265930110498	203.064260154322
193	204	190.082817040283	204.135790607824
217	199	214.109975792694	198.915618228718
237	194	234.142831350938	194.148477174467
241	193	238.050764407450	193.280680190396
260	204	257.061494043330	204.144466817956
292	163	289.037036681299	163.308867987554
294	184	290.779864512424	184.532294335536
325	187	321.897623115462	187.299134723591
328	175	324.868568725573	175.351690309156
335	189	331.656655293982	189.442673304205
361	201	357.396342967266	201.385211473551
367	183	362.871694921699	183.456344040960
385	182	381.234456286312	182.279916125714
416	196	411.614514674133	196.467046875516
429	175	425.239858159500	175.441966134136
429	187	425.079509967005	187.461231379551
453	198	448.931782698745	198.689647705424
472	191	468.077630201604	191.655251125340
479	203	474.835731650160	203.646992110849
498	175	494.221473288542	175.661867198335
502	162	498.413904874767	162.698477024881
517	193	513.107971832694	193.504770182301
73	222	69.4571261876506	222.394630558287
75	233	71.2514274715595	233.830075166171
91	214	87.3602611009934	214.272667611646
144	228	141.435799010013	228.687251918308
148	208	145.915519519153	208.020473328061
158	205	155.533967753553	205.117028941255
162	211	159.099500037420	211.242398564821
197	223	193.883176596396	223.693321470137
199	232	195.905397715146	232.584892642422
205	248	201.626931668517	248.702136476969
213	223	209.985220164029	223.546125595415
250	221	246.878582569005	221.631293837908
264	214	261	214
279	205	275.898902805833	205.540914556144
288	205	284.912998504565	205.673363308833
299	220	295.660563108679	220.537904139722
308	223	304.739734882865	223.285241783153
329	247	325.726114807276	247.502308592092
365	237	361.124015986950	237.689715466878
367	207	362.964704535212	207.473423914598
375	206	370.912800527410	206.449565329737
393	217	388.872337383304	217.521208774609
