57	93.6000000000000                57.4200000000000	93.4380000000000  
93	99                              93.8700000000000	99.0720000000000
131.400000000000	76.2000000000000  133.200000000000	76.8000000000000
145.800000000000	79.2000000000000  147.240000000000	79.8300000000000
148.800000000000	81.6000000000000  150.600000000000	82.2000000000000
173.400000000000	97.2000000000000  174.612000000000	97.3620000000000
182.400000000000	64.8000000000000  184.200000000000	65.4000000000000
202.200000000000	68.4000000000000  203.400000000000	68.4000000000000
211.200000000000	59.4000000000000  213.018000000000	59.2800000000000
224.400000000000	91.8000000000000  226.134000000000	91.5840000000000
250.200000000000	71.4000000000000  251.970000000000	71.5200000000000
295.800000000000	52.2000000000000  297.048000000000	52.9500000000000
298.800000000000	61.8000000000000  299.862000000000	62.7360000000000
306.600000000000	63.6000000000000  307.464000000000	64.2180000000000
348.600000000000	82.8000000000000  349.800000000000	82.8000000000000
351	85.8000000000000                352.350000000000	85.8660000000000
357.600000000000	79.2000000000000  359.400000000000	79.8000000000000
386.400000000000	79.2000000000000  387.918000000000	79.8000000000000
397.200000000000	65.4000000000000  398.484000000000	65.8800000000000
397.200000000000	90.6000000000000  398.340000000000	90.8340000000000
418.200000000000	58.2000000000000  419.664000000000	58.8960000000000
418.200000000000	96.6000000000000  419.232000000000	97.0260000000000
454.200000000000	54                455.760000000000	54.5040000000000
486	89.4000000000000                487.200000000000	90              
489.600000000000	56.4000000000000  490.800000000000	57.6000000000000
517.200000000000	73.2000000000000  518.472000000000	74.2500000000000
528	89.4000000000000                528.720000000000	90.1920000000000
538.800000000000	78.6000000000000  539.598000000000	79.8180000000000
540	84.6000000000000                540.600000000000	85.2000000000000
54	150.600000000000                55.7100000000000	151.020000000000
90.6000000000000	137.400000000000  91.7220000000000	137.772000000000
95.4000000000000	132               96.8100000000000	132.468000000000
101.400000000000	126               102.600000000000	126             
106.800000000000	142.800000000000  108.600000000000	143.400000000000
124.200000000000	104.400000000000  125.718000000000	104.910000000000
168.600000000000	102               169.758000000000	102.072000000000
190.800000000000	112.200000000000  192.600000000000	112.800000000000
192.600000000000	118.200000000000  194.400000000000	118.800000000000
207	105.600000000000                208.758000000000	105.546000000000
209.400000000000	147               210.732000000000	146.814000000000
211.800000000000	112.800000000000  213.570000000000	112.710000000000
259.200000000000	127.200000000000  260.670000000000	127.404000000000
265.200000000000	123.600000000000  266.586000000000	123.768000000000
265.200000000000	147               266.862000000000	147.444000000000
343.200000000000	126.600000000000  344.778000000000	127.062000000000
355.200000000000	135.600000000000  356.400000000000	135.600000000000
357	132.600000000000                358.242000000000	133.002000000000
395.400000000000	131.400000000000  396	131.400000000000              
398.400000000000	133.800000000000  399.240000000000	133.776000000000
402	129                             402.732000000000	128.982000000000
418.200000000000	103.200000000000  419.010000000000	103.428000000000
420.600000000000	106.200000000000  421.374000000000	106.410000000000
436.800000000000	115.200000000000  437.196000000000	115.284000000000
498.600000000000	139.200000000000  499.800000000000	139.200000000000
501	126                             501.912000000000	125.892000000000
504.600000000000	122.400000000000  505.200000000000	123             
533.400000000000	109.800000000000  533.658000000000	110.520000000000
540	148.800000000000                540.714000000000	148.992000000000
112.800000000000	160.200000000000  114.252000000000	161.352000000000
124.200000000000	195               125.286000000000	195.726000000000
142.800000000000	176.400000000000  143.946000000000	177.108000000000
177.600000000000	174.600000000000  178.680000000000	174.834000000000
179.400000000000	162.600000000000  180	162.600000000000              
198	179.400000000000                199.200000000000	179.400000000000
242.400000000000	162               244.206000000000	162.570000000000
244.800000000000	162               246.822000000000	162.726000000000
256.200000000000	191.400000000000  258.600000000000	192             
262.200000000000	201.600000000000  264.486000000000	202.608000000000
295.200000000000	175.800000000000  297.174000000000	176.856000000000
303	180                             304.896000000000	180.978000000000
339	161.400000000000                340.800000000000	162.054000000000
349.800000000000	172.200000000000  351.600000000000	172.800000000000
351.600000000000	168.600000000000  353.634000000000	169.350000000000
369	153.600000000000                370.182000000000	153.810000000000
372	153                             373.266000000000	152.994000000000
426	192.600000000000                427.800000000000	193.200000000000
438	165                             438.654000000000	164.652000000000
445.800000000000	173.400000000000  447	173.400000000000              
471.600000000000	168.600000000000  472.866000000000	168.426000000000
513	203.400000000000                514.452000000000	203.328000000000
528	166.200000000000                529.284000000000	166.134000000000
550.800000000000	169.200000000000  551.946000000000	169.248000000000
557.400000000000	163.800000000000  558	163.800000000000              
52.8000000000000	249.600000000000  54.5880000000000	249.642000000000
75	229.200000000000                76.7340000000000	228.732000000000
83.4000000000000	221.400000000000  84.8520000000000	221.268000000000
104.400000000000	232.800000000000  105.336000000000	233.136000000000
111.600000000000	225.600000000000  112.500000000000	226.110000000000
153.600000000000	210               154.200000000000	210             
163.200000000000	214.200000000000  163.974000000000	214.350000000000
171.600000000000	205.800000000000  172.518000000000	205.776000000000
247.200000000000	255               249.600000000000	255             
276	225                             277.476000000000	225.690000000000
279.600000000000	219               280.800000000000	219.600000000000
325.800000000000	208.200000000000  327.348000000000	208.776000000000
447	237.600000000000                449.028000000000	237.480000000000
461.400000000000	220.800000000000  463.134000000000	220.794000000000
475.800000000000	253.200000000000  477.084000000000	253.050000000000
486.600000000000	243.600000000000  487.950000000000	243.348000000000
490.800000000000	235.800000000000  492.330000000000	235.686000000000
543	252                             544.800000000000	251.400000000000
56.4000000000000	300               58.1340000000000	300.018000000000
91.2000000000000	265.200000000000  92.8320000000000	265.368000000000
94.2000000000000	265.200000000000  95.8140000000000	265.374000000000
104.400000000000	260.400000000000  105.846000000000	260.604000000000
109.200000000000	303.600000000000  110.970000000000	303.606000000000
118.800000000000	293.400000000000  120.384000000000	293.418000000000
156.600000000000	261               157.800000000000	262.200000000000
168.600000000000	295.800000000000  169.800000000000	295.800000000000
192.600000000000	304.800000000000  194.298000000000	304.710000000000
228.600000000000	291               231.012000000000	290.280000000000
244.800000000000	262.800000000000  247.002000000000	262.542000000000
253.800000000000	261.600000000000  255.756000000000	261.054000000000
279.600000000000	271.200000000000  280.884000000000	270.588000000000
465	264                             466.128000000000	263.670000000000
529.200000000000	276.600000000000  530.016000000000	276.156000000000
51.6000000000000	334.200000000000  53.1300000000000	334.302000000000
87	333.600000000000                88.9620000000000	333.468000000000
98.4000000000000	348               100.242000000000	347.754000000000
121.800000000000	316.200000000000  123	315.600000000000              
124.200000000000	316.800000000000  125.400000000000	316.200000000000
133.200000000000	307.800000000000  134.766000000000	307.506000000000
154.200000000000	331.200000000000  155.496000000000	331.116000000000
156.600000000000	327               157.884000000000	326.706000000000
157.800000000000	345.600000000000  159.084000000000	345.606000000000
213.600000000000	315.600000000000  215.676000000000	315.750000000000
57	363.600000000000                57.0780000000000	364.044000000000
80.4000000000000	381.600000000000  81.5940000000000	382.500000000000
85.2000000000000	373.200000000000  86.5200000000000	373.434000000000
129	364.200000000000                130.704000000000	364.392000000000
133.800000000000	370.800000000000  135.636000000000	371.250000000000
138	372.600000000000                139.884000000000	373.158000000000
154.800000000000	362.400000000000  155.970000000000	362.418000000000
526.200000000000	376.800000000000  526.800000000000	376.200000000000
532.200000000000	384.600000000000  532.602000000000	385.086000000000
55.2000000000000	422.400000000000  56.7360000000000	422.844000000000
66.6000000000000	444               68.3880000000000	444.774000000000
69.6000000000000	454.800000000000  70.8780000000000	454.980000000000
144	417.600000000000                144.564000000000	418.566000000000
156.600000000000	413.400000000000  157.608000000000	413.238000000000
165.600000000000	411               166.620000000000	411.132000000000
517.800000000000	435.600000000000  519.840000000000	435.912000000000
519.600000000000	419.400000000000  521.352000000000	419.724000000000
520.800000000000	413.400000000000  522.246000000000	413.790000000000
532.200000000000	420.600000000000  533.568000000000	421.332000000000
62.4000000000000	462               63	461.400000000000              
81.6000000000000	468               82.0320000000000	467.532000000000
148.200000000000	485.400000000000  149.328000000000	486.630000000000
153.600000000000	477               154.554000000000	478.590000000000
157.200000000000	505.200000000000  158.652000000000	506.364000000000
160.200000000000	504.600000000000  161.874000000000	505.950000000000
516.600000000000	478.200000000000  518.358000000000	478.764000000000
142.800000000000	541.800000000000  144.552000000000	541.872000000000
172.200000000000	542.400000000000  173.796000000000	543.312000000000
181.200000000000	524.400000000000  182.502000000000	525.792000000000
204	560.400000000000                205.176000000000	561.180000000000
242.400000000000	513.600000000000  243	513.600000000000              
481.800000000000	520.200000000000  483	521.400000000000              
549.600000000000	517.800000000000  550.470000000000	519.318000000000
